,price,ret,log_ret
2023-04-28,110.26877612836942,-0.006842060370724878,-0.006865574584274774
2023-05-01,110.67539569571623,0.0036875313359190365,0.003680749060364564
2023-05-02,108.31896875733275,-0.021291335111754073,-0.021521265122459887
2023-05-03,106.07732742557212,-0.0206948178834917,-0.020911956615648274
2023-05-04,104.96129559787978,-0.010520927089489374,-0.0105766633187866
2023-05-05,104.646704904018,-0.002997206656699669,-0.003001707275677643
2023-05-08,105.15690573313645,0.004875460049950098,0.0048636134839699745
2023-05-09,107.53150972206629,0.02258153159200038,0.022330343254243306
2023-05-10,108.94561498903994,0.013150612975012077,0.013064894348030199
2023-05-11,108.70629832387226,-0.0021966617489997953,-0.0021990779494514404
2023-05-12,108.69703225493808,-8.523948544891802e-05,-8.524311854031451e-05
2023-05-15,107.09609881097116,-0.014728400681741638,-0.01483794046956712
2023-05-16,107.08777808436231,-7.769402154911287e-05,-7.769703988594394e-05
2023-05-17,106.6464304395892,-0.0041213633588086385,-0.0041298795838020826
2023-05-18,107.18536865601219,0.005053504502696704,0.0050407784050714825
2023-05-19,105.884755324926,-0.012134243203101858,-0.01220846415328499
2023-05-22,106.73418448912395,0.008022204533516764,0.007990197713617562
2023-05-23,109.23839129484637,0.023462087781048302,0.023191083695038844
2023-05-24,109.08213907485582,-0.0014303782593136916,-0.0014314022268531335
2023-05-25,109.76336746499109,0.006245095630805331,0.006225675831484344
2023-05-26,110.9277405884443,0.010608030259499523,0.010552159875666546
2023-05-29,110.28420289561298,-0.0058014135095288966,-0.005818307078287545
2023-05-30,110.67766787185758,0.003567736501818297,0.00356138722715636
2023-05-31,110.72071723880927,0.00038896163769486236,0.00038888601172682797
2023-06-01,110.90523648026986,0.0016665285961128262,0.0016651414782325685
2023-06-02,109.64862824942172,-0.01133046798084869,-0.011395146757832113
2023-06-05,109.71088824921029,0.0005678137591191845,0.0005676526138840976
2023-06-06,110.55560328025926,0.007699463968700915,0.007669974368681691
2023-06-07,113.01106628239364,0.022210208522039032,0.021967154116925784
2023-06-08,114.67187715879325,0.01469600217955258,0.014589062391278041
2023-06-09,118.45966760467677,0.03303155524905499,0.0324977368626735
2023-06-12,117.12741173071126,-0.01124649343447015,-0.011310213443320795
2023-06-13,118.6938086941885,0.013373444698654868,0.013284809550810127
2023-06-14,119.04448789053407,0.002954486002290757,0.002950130086075163
2023-06-15,123.04428301184825,0.03359916273479335,0.03304704399826521
2023-06-16,121.58575797849632,-0.011853659492749302,-0.011924474280327111
2023-06-19,120.08790462552506,-0.01231931583003476,-0.012395827632711715
2023-06-20,119.03685171769085,-0.008752362788839951,-0.008790889681660377
2023-06-21,115.32735936172361,-0.031162554305155132,-0.03165843586464697
2023-06-22,114.44431379402073,-0.0076568610656662095,-0.007686325325211593
2023-06-23,113.17116105999168,-0.011124648240020907,-0.011186989923305428
2023-06-26,113.4494404579423,0.0024589250065492063,0.002455906797143171
2023-06-27,114.055322844695,0.005340549801806205,0.005326339636657398
2023-06-28,117.33418921857799,0.02874803465637199,0.02834256258823819
2023-06-29,119.04273412639425,0.014561356065055042,0.01445635757279054
2023-06-30,118.04064143618038,-0.0084179240133202,-0.008453554834935866
2023-07-03,116.48386482382567,-0.013188479776233608,-0.013276220070225348
2023-07-04,117.3700250594477,0.007607579272565168,0.007578787572597621
2023-07-05,115.09156782816497,-0.019412599001565334,-0.01960349810530974
2023-07-06,118.32084203911863,0.028058304112904775,0.027671881487815207
2023-07-07,120.45684268815424,0.018052615348438827,0.01789160181081927
2023-07-10,119.63601225829834,-0.006814311346188262,-0.00683763478157064
2023-07-11,116.6242098599058,-0.02517471404755578,-0.025497017936363126
2023-07-12,119.04064265384251,0.02071982135475503,0.02050808561248111
2023-07-13,118.8600644329175,-0.0015169459513934003,-0.001518097678789288
2023-07-14,121.11180372595909,0.01894445627120156,0.018767244679602158
2023-07-17,118.27325904144115,-0.023437390883391918,-0.023716414881915608
2023-07-18,117.23811956050221,-0.00875210076502786,-0.008790625344306496
2023-07-19,117.27079315895928,0.000278694323821993,0.00027865549577286476
2023-07-20,117.37693709744248,0.0009051182790187351,0.0009047089064709893
2023-07-21,116.61051603308962,-0.006529571168794379,-0.006550982072188708
2023-07-24,117.72862735952565,0.009588426194072852,0.009542748985212525
